speech_embedding_idx,speech_embedding_path,speaker_id,text_embedding_idx,text,audio_event_idx,audio_file_path,audio_start_time,audio_stop_time,audio_sample_rate,audio_start_sample,audio_stop_sample,n_audio_samples
907,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,923,让人心烦。,924,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.019000,35.263000,12000,420228,423156,2928
908,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,924,你已经决定要走了。,925,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.268000,35.763000,12000,423216,429156,5940
909,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,925,那就走吧。”,926,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,35.771000,36.012000,12000,429252,432144,2892
910,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,926,因为她不愿意让他看见自己流泪。,927,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,36.022000,36.887000,12000,432264,442644,10380
911,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,927,她是一朵如此骄傲的花儿……,928,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_9.wav,36.895000,37.575000,12000,442740,450900,8160
912,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,928,10,929,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.197000,1.260000,12000,14364,15120,756
913,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,929,这颗星球附近，,930,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.266000,1.639000,12000,15192,19668,4476
914,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,930,还有325号、326号、327,931,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,1.650000,2.451000,12000,19800,29412,9612
915,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,931,号、328号、329号和330号小行星。,932,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,2.465000,3.514000,12000,29580,42168,12588
916,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,932,于是他开始拜访这些星球，,933,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,3.525000,4.201000,12000,42300,50412,8112
917,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,933,好给自己找点事干，,934,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,4.210000,4.701000,12000,50520,56412,5892
918,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,934,也好增长些见识。,935,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,4.710000,5.139000,12000,56520,61668,5148
919,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,935,第一颗小行星上住着一个国王。,936,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,5.151000,5.951000,12000,61812,71412,9600
920,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,936,这个国王身穿紫红镶边白鼬皮长袍，,937,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,5.966000,6.889000,12000,71592,82668,11076
921,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,937,端坐在一张简朴而又气派庄严的王座上。,938,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,6.902000,7.951000,12000,82824,95412,12588
922,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,938,“哈！来了一个臣民，”,939,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,7.961000,8.389000,12000,95532,100668,5136
923,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,939,国王看见小王子，,940,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,8.396000,8.826000,12000,100752,105912,5160
924,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,940,大声叫了起来。,941,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,8.833000,9.201000,12000,105996,110412,4416
925,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,941,可小王子觉得纳闷：,942,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,9.208000,9.701000,12000,110496,116412,5916
926,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,942,“他以前从没见过我，,943,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,9.709000,10.201000,12000,116508,122412,5904
927,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,943,怎么会认识我呢？”,944,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.208000,10.639000,12000,122496,127668,5172
928,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,944,他不知道，,945,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.644000,10.889000,12000,127728,130668,2940
929,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,945,对国王来说，,946,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,10.894000,11.201000,12000,130728,134412,3684
930,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,946,世界是非常简单的。,947,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,11.208000,11.701000,12000,134496,140412,5916
931,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,947,所有的人都是臣民。,948,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,11.708000,12.201000,12000,140496,146412,5916
932,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,948,“你走近点，,949,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,12.208000,12.451000,12000,146496,149412,2916
933,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,949,让我好好看看你，”,950,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,12.456000,12.889000,12000,149472,154668,5196
934,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,950,国王说，,951,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,12.895000,13.076000,12000,154740,156912,2172
935,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,951,他觉得非常骄傲，,952,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,13.083000,13.514000,12000,156996,162168,5172
936,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,952,因为他终于成了某个人的国王。,953,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,13.522000,14.326000,12000,162264,171912,9648
937,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,953,小王子朝四下里看看，,954,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,14.335000,14.889000,12000,172020,178668,6648
938,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,954,想找个地方坐下来，,955,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,14.897000,15.389000,12000,178764,184668,5904
939,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,955,可是整个星球都被那袭,956,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,15.398000,16.014000,12000,184776,192168,7392
940,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,956,华丽的白鼬皮长袍占满了。,957,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,16.022000,16.701000,12000,192264,200412,8148
941,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,957,所以他只好站着，,958,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,16.707000,17.138000,12000,200484,205656,5172
942,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,958,不过，,959,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,17.143000,17.263000,12000,205716,207156,1440
943,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,959,由于他累了，,960,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,17.268000,17.576000,12000,207216,210912,3696
944,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,960,就打了个哈欠。,961,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,17.582000,17.951000,12000,210984,215412,4428
945,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,961,“在国王面前打哈欠，,962,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,17.959000,18.451000,12000,215508,221412,5904
946,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,962,有违宫廷礼仪，”,963,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,18.457000,18.826000,12000,221484,225912,4428
947,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,963,国王对他说，,964,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,18.833000,19.138000,12000,225996,229656,3660
948,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,964,“我禁止你打哈欠。”,965,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,19.145000,19.576000,12000,229740,234912,5172
949,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,965,“我没忍住，”,966,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,19.583000,19.826000,12000,234996,237912,2916
950,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,966,小王子歉疚地说，,967,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,19.832000,20.263000,12000,237984,243156,5172
951,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,967,“我走了好长的路，,968,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,20.270000,20.701000,12000,243240,248412,5172
952,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,968,一直没睡觉……”,969,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,20.707000,21.013000,12000,248484,252156,3672
953,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,969,“那么，”,970,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,21.019000,21.138000,12000,252228,253656,1428
954,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,970,国王对他说，,971,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,21.144000,21.451000,12000,253728,257412,3684
955,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,971,“我命令你打哈欠。,972,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,21.459000,21.888000,12000,257508,262656,5148
956,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,972,我有好几年没见人打哈欠了。,973,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,21.897000,22.638000,12000,262764,271656,8892
957,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,973,我觉得打哈欠挺好玩。,974,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,22.647000,23.201000,12000,271764,278412,6648
958,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,974,来！再打个哈欠。,975,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,23.207000,23.576000,12000,278484,282912,4428
959,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,975,这是命令。”,976,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,23.582000,23.826000,12000,282984,285912,2928
960,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,976,“我给吓着了……,977,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,23.831000,24.138000,12000,285972,289656,3684
961,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,977,打不出……”,978,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,24.145000,24.325000,12000,289740,291900,2160
962,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,978,小王子涨红着脸说。,979,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,24.332000,24.826000,12000,291984,297912,5928
963,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,979,“呣！呣！”,980,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,24.831000,24.951000,12000,297972,299412,1440
964,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,980,国王回答说。,981,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,24.956000,25.263000,12000,299472,303156,3684
965,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,981,“那么我……,982,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,25.270000,25.450000,12000,303240,305400,2160
966,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,982,我命令你一会儿打哈欠，,983,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,25.457000,26.075000,12000,305484,312900,7416
967,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,983,一会儿……”,984,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,26.082000,26.263000,12000,312984,315156,2172
968,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,984,他嘟嘟哝哝的，,985,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,26.269000,26.638000,12000,315228,319656,4428
969,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,985,看上去不大高兴。,986,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,26.647000,27.075000,12000,319764,324900,5136
970,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,986,国王其实是要别人尊重他的权威。,987,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,27.085000,27.950000,12000,325020,335400,10380
971,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,987,他不能容忍别人不服从命令。,988,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,27.961000,28.700000,12000,335532,344400,8868
972,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,988,他是个专制的君主。,989,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,28.707000,29.200000,12000,344484,350400,5916
973,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,989,不过，,990,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,29.206000,29.325000,12000,350472,351900,1428
974,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,990,因为他很善良，,991,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,29.332000,29.700000,12000,351984,356400,4416
975,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,991,他下的命令都是通情达理的。,992,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,29.708000,30.450000,12000,356496,365400,8904
976,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,992,“要是我命令，”,993,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,30.460000,30.763000,12000,365520,369156,3636
977,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,993,这番话他说得流畅极了，,994,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,30.773000,31.388000,12000,369276,376656,7380
978,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,994,“要是我命令一个将军变成一只海鸟，,995,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,31.398000,32.325000,12000,376776,387900,11124
979,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,995,那个将军不服从，,996,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,32.335000,32.763000,12000,388020,393156,5136
980,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,996,这就不是那个将军的错，,997,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,32.770000,33.388000,12000,393240,400656,7416
981,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,997,这是我的错。”,998,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,33.395000,33.700000,12000,400740,404400,3660
982,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,998,“我可以坐下吗？”,999,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,33.707000,34.075000,12000,404484,408900,4416
983,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,999,小王子怯生生地问。,1000,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,34.137000,34.575000,12000,409644,414900,5256
984,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1000,“我命令你坐下，”,1001,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,34.582000,34.950000,12000,414984,419400,4416
985,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1001,国王回答他说，,1002,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,34.959000,35.325000,12000,419508,423900,4392
986,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1002,庄重地挪了挪白鼬皮长袍的下摆。,1003,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,35.334000,36.200000,12000,424008,434400,10392
987,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1003,可是小王子感到很奇怪。,1004,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,36.209000,36.825000,12000,434508,441900,7392
988,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1004,这么小的星球，,1005,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,36.833000,37.200000,12000,441996,446400,4404
989,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1005,国王能统治什么呢？,1006,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,37.206000,37.700000,12000,446472,452400,5928
990,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1006,“陛下……”,1007,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,37.705000,37.825000,12000,452460,453900,1440
991,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1007,他说，,1008,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,37.831000,37.950000,12000,453972,455400,1428
992,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1008,“请允许我向您提个……”,1009,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,37.957000,38.450000,12000,455484,461400,5916
993,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1009,“我命令你向我提问题，”,1010,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,38.459000,39.012000,12000,461508,468144,6636
994,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1010,国王赶紧抢着说。,1011,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,39.019000,39.450000,12000,468228,473400,5172
995,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1011,“陛下……,1012,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,39.456000,39.575000,12000,473472,474900,1428
996,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1012,您统治什么呢？”,1013,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,39.580000,39.950000,12000,474960,479400,4440
997,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1013,“一切，”,1014,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,39.956000,40.075000,12000,479472,480900,1428
998,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1014,国王的回答简单明了。,1015,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,40.080000,40.637000,12000,480960,487644,6684
999,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1015,“一切？”,1016,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,40.645000,40.762000,12000,487740,489144,1404
1000,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1016,国王小心翼翼地做了个手势，,1017,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,40.772000,41.512000,12000,489264,498144,8880
1001,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1017,指了指他的行星、其他的行星和所有的星星。,1018,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,41.527000,42.637000,12000,498324,511644,13320
1002,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1018,“全归您统治？”,1019,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,42.646000,42.950000,12000,511752,515400,3648
1003,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1019,小王子问。,1020,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,42.956000,43.200000,12000,515472,518400,2928
1004,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1020,“全归我统治……”,1021,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,43.205000,43.512000,12000,518460,522144,3684
1005,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1021,国王回答说。,1022,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,43.520000,43.825000,12000,522240,525900,3660
1006,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1022,因为他不仅是一国的专制君主，,1023,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,43.833000,44.637000,12000,525996,535644,9648
1007,D:\code\chineseeeg2_littleprince_pl\data\audio\littleprince_sentence_audio_embeddings.npy,littleprince_f1,1023,还是宇宙的君主。,1024,D:\dataset\ChineseEEG-2\materials&embeddings\audio\littleprince_f1\audio_10.wav,44.646000,45.075000,12000,535752,540900,5148
